Name,Description,DEPARTMENT,ALT_TELEPHONE_LINE,STREET_NAME,BUILDING_NAME,TYPE,TELEPHONE,UNIT,OPERATING_HOURS,FAX,HSE_BLK_NO,POSTAL_CODE,INC_CRC,FMEL_UPD_D,Latitude,Longitude
kml_66,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Kampong Java Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Kampong Java Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 295 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6391 3442</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>21</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>228892</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>975E64C7095FA093</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Kampong Java Neighbourhood Police Centre,,Kampong Java Road,,Tanglin Police Divisional (ECHO),1800 295 9999,,24 Hrs,6391 3442,21,228892,975E64C7095FA093,20181122165117,1.3119101912038,103.846473104539
kml_67,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Rochor Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Kampong Kapor Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Central Police Divisional (ALPHA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 294 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6391 8583</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>11</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>208678</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A1EA2345D9B72AAF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Rochor Neighbourhood Police Centre,,Kampong Kapor Road,,Central Police Divisional (ALPHA),1800 294 9999,,24 Hrs,6391 8583,11,208678,A1EA2345D9B72AAF,20181122165117,1.3076194189074,103.854218913579
kml_68,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Commercial Affairs Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block D</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Cantonment Complex</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6325 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#06-701</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6223 3171</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A7284800CF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Commercial Affairs Department,,New Bridge Road,Police Cantonment Complex Block D,Police Cantonment Complex,6325 0000,#06-701,Not open to the public,6223 3171,391,88762,CC86B3A7284800CF,20181122165116,1.27851054971281,103.839249650925
kml_69,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>River Valley Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Delta Avenue</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 278 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-02</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6278 6427</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>4</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>161004</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>47129E741073132A</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",River Valley Neighbourhood Police Post,,Delta Avenue,,Tanglin Police Divisional (ECHO),1800 278 9999,#01-02,1200 to 2200 hrs,6278 6427,4,161004,47129E741073132A,20181122165117,1.29171239982623,103.826344149475
kml_70,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Nanyang Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Jurong West Ave 5</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Jurong Police Divisional (JULIET)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 792 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6791 2972</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>2</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>649482</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>917E0965AE9AC145</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Nanyang Neighbourhood Police Centre,,Jurong West Ave 5,,Jurong Police Divisional (JULIET),1800 792 9999,,24 Hrs,6791 2972,2,649482,917E0965AE9AC145,20181122165117,1.35088682742591,103.70211112558
kml_71,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Punggol Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Punggol Central</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 604 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#03-01</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6446 8015</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>151</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>828727</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>DC2D514F3547D079</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220308175850</td> </tr></table></center>",Punggol Neighbourhood Police Centre,,Punggol Central,,Ang Mo Kio Police Division (FOXTROT),1800 604 9999,#03-01,24 Hrs,6446 8015,151,828727,DC2D514F3547D079,20220308175850,1.3981109996556,103.914088999845
kml_72,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Found and Unclaimed Property Office (FUPO)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Hemmant Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Logistics Base</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6842 9645 / 8235 / 8236</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>0830 - 1730 (Mondays to Fridays only; not available on weekends and PHs)</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>-</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>438675</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>08BE99B31AF99F73</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Found and Unclaimed Property Office (FUPO),,Hemmant Road,Police Logistics Base,Other Police Units,6842 9645 / 8235 / 8236,,0830 - 1730 (Mondays to Fridays only; not available on weekends and PHs),-,1,438675,08BE99B31AF99F73,20181122165117,1.31181804150347,103.891481912891
kml_73,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Tiong Bahru Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Kim Tian Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Central Police Divisional (ALPHA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 273 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-123/125</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6278 5651</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>128</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>160128</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>47DFD089F4CA3EA4</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Tiong Bahru Neighbourhood Police Post,,Kim Tian Road,,Central Police Divisional (ALPHA),1800 273 9999,#01-123/125,1200 to 2200 hrs,6278 5651,128,160128,47DFD089F4CA3EA4,20181122165116,1.28162344374134,103.828880686588
kml_74,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bukit Merah West Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Bukit Merah View</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Clementi Police Divisional (DELTA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 377 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-01</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6377 3923</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>500</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>159682</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>1C02B0C2798CDAF5</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Bukit Merah West Neighbourhood Police Centre,,Bukit Merah View,,Clementi Police Divisional (DELTA),1800 377 9999,#01-01,24 Hrs,6377 3923,500,159682,1C02B0C2798CDAF5,20181122165116,1.28601172747453,103.82331231106
kml_75,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Queenstown Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Queensway</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Clementi Police Divisional (DELTA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 471 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-03</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6471 5299</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>149073</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>26365A4DFEFC8A71</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Queenstown Neighbourhood Police Centre,,Queensway,,Clementi Police Divisional (DELTA),1800 471 9999,#01-03,24 Hrs,6471 5299,3,149073,26365A4DFEFC8A71,20181122165116,1.28842658313639,103.802829530356
kml_76,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Special Operations Command</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Queensway Base</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6479 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6474 4129</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>149051</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>3030ECB7B3732258</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Special Operations Command,,Queensway Base,,Other Police Units,6479 0000,,Not open to the public,6474 4129,,149051,3030ECB7B3732258,20181122165116,1.29571221459059,103.800771727936
kml_77,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Clementi Police Divisional HQ</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Clementi Avenue 5</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Clementi Police Divisional (DELTA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 774 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6774 1705</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>20</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>129858</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4E6A7B39366266FF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Clementi Police Divisional HQ,,Clementi Avenue 5,,Clementi Police Divisional (DELTA),1800 774 0000,,24 Hrs,6774 1705,20,129858,4E6A7B39366266FF,20181122165116,1.31717214936381,103.766555853136
kml_78,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Clementi Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Clementi Avenue 5</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Clementi Police Divisional (DELTA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 774 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6774 1705</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>20</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>129858</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4E6A7B39605BD01C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Clementi Neighbourhood Police Centre,,Clementi Avenue 5,,Clementi Police Divisional (DELTA),1800 774 0000,,24 Hrs,6774 1705,20,129858,4E6A7B39605BD01C,20181122165116,1.31717214936381,103.766555853136
kml_79,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Licensing Division</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td>6226 2254 (General Licensing Unit) 6223 4704 (Arms & Explosives Unit) 6223 8425 (Liquor Licensing Unit)</td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block D</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Cantonment Complex</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6835 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#02-701</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>0830 to 1800 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6226 1089 (PELU)</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A7D3BD5A92</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Licensing Division,6226 2254 (General Licensing Unit) 6223 4704 (Arms & Explosives Unit) 6223 8425 (Liquor Licensing Unit),New Bridge Road,Police Cantonment Complex Block D,Police Cantonment Complex,6835 0000,#02-701,0830 to 1800 hrs,6226 1089 (PELU),391,88762,CC86B3A7D3BD5A92,20181122165117,1.27851054971281,103.839249650925
kml_80,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Volunteer Special Constabulary Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block C</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Cantonment Complex</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6221 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>Level 8</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>0830 to 1800 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6223 3511</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A710347686</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Volunteer Special Constabulary Department,,New Bridge Road,Police Cantonment Complex Block C,Police Cantonment Complex,6221 0000,Level 8,0830 to 1800 hrs,6223 3511,391,88762,CC86B3A710347686,20181122165117,1.27851054971281,103.839249650925
kml_81,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Warrant Enforcement Unit</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block A</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Cantonment Complex</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6557 5017</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>Level 1</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>0900 to 1700 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6220 5083</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A785B2EE9C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Warrant Enforcement Unit,,New Bridge Road,Police Cantonment Complex Block A,Police Cantonment Complex,6557 5017,Level 1,0900 to 1700 hrs,6220 5083,391,88762,CC86B3A785B2EE9C,20181122165117,1.27851054971281,103.839249650925
kml_82,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Welfare Division</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block A</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Cantonment Complex</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6733 1000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#02-106</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>0830 to 1800 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6223 2400</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A784FA5134</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Welfare Division,,New Bridge Road,Police Cantonment Complex Block A,Police Cantonment Complex,6733 1000,#02-106,0830 to 1800 hrs,6223 2400,391,88762,CC86B3A784FA5134,20181122165117,1.27851054971281,103.839249650925
kml_83,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Jurong Police Divisional HQ</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Jurong West Ave 5</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Jurong Police Divisional (JULIET)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 792 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6791 2972</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>2</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>649482</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>917E0965810991FD</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Jurong Police Divisional HQ,,Jurong West Ave 5,,Jurong Police Divisional (JULIET),1800 792 9999,,24 Hrs,6791 2972,2,649482,917E0965810991FD,20181122165117,1.35088682742591,103.70211112558
